"","SPECIES","SURVEY","CRUISE","VESSEL_NAME","YEAR","LATITUDE","LONGITUDE","DEPTH_M","BOTTOM_TEMPERATURE_C","WEIGHT_KG","COUNT","AREA_SWEPT_KM2","CPUE_KGKM2","CPUE_NOKM2","ColdPool_Extent"
"6717","YFS","EBS",200801,"ALDEBARAN",2008,55.34519,-163.39101,53,3.4,936.48,2445,0.042867838,21845.7483206874,57035.7665343421,-1.43001141843257
"6718","YFS","EBS",200801,"ALDEBARAN",2008,55.67548,-163.4046,83,1.9,227.317,517,0.045920264,4950.25464139318,11258.646073986,-1.43001141843257
"6719","YFS","EBS",200801,"ALDEBARAN",2008,56.01211,-163.3927,87,1.1,39.584,87,0.045564576,868.745053174642,1909.37802208452,-1.43001141843257
"6720","YFS","EBS",200801,"ALDEBARAN",2008,56.33886,-163.41389,84,0.4,116.364,289,0.043871696,2652.37067652912,6587.39064931522,-1.43001141843257
"6721","YFS","EBS",200801,"ALDEBARAN",2008,56.00253,-162.2551,71,2.6,207.406,529,0.04541301,4567.105329508,11648.6442981868,-1.43001141843257
"6722","YFS","EBS",200801,"ALDEBARAN",2008,56.3519,-162.17619,79,1.9,440.814,1265,0.045173964,9758.1429869648,28002.8558042859,-1.43001141843257
"6723","YFS","EBS",200801,"ALDEBARAN",2008,56.67743,-162.16209,73,0.9,363.863,1171,0.043898593,8288.71667937057,26675.1146215552,-1.43001141843257
"6724","YFS","EBS",200801,"ALDEBARAN",2008,57.00945,-162.1796,60,0.9,301.27,1145,0.046252547,6513.58724093616,24755.3934705477,-1.43001141843257
"6725","YFS","EBS",200801,"ALDEBARAN",2008,57.34462,-162.1546,51,1.1,469.886,2266,0.043901856,10703.1010260705,51615.1298933694,-1.43001141843257
"6726","YFS","EBS",200801,"ALDEBARAN",2008,58.01165,-162.1132,37,1.5,390.303,1576,0.04193148,9308.1140947088,37585.1269738154,-1.43001141843257
"6727","YFS","EBS",200801,"ALDEBARAN",2008,58.32635,-162.0421,47,3.5,284.526,1750,0.043312158,6569.19472818694,40404.3594410604,-1.43001141843257
"6728","YFS","EBS",200801,"ALDEBARAN",2008,58.23085,-161.5538,41,3.5,142.92,467,0.042392748,3371.33134186064,11016.035101098,-1.43001141843257
"6729","YFS","EBS",200801,"ALDEBARAN",2008,58.28619,-160.8224,32,2.9,68.044,318,0.020459648,3325.7659173804,15542.7893969632,-1.43001141843257
"6730","YFS","EBS",200801,"ALDEBARAN",2008,57.98968,-160.84689,46,1.6,434.151,2151,0.045942492,9449.87920986089,46819.4019601723,-1.43001141843257
"6731","YFS","EBS",200801,"ALDEBARAN",2008,57.65772,-160.8866,55,1,1329.806,6893,0.042462828,31316.9438455677,162330.215029484,-1.43001141843257
"6732","YFS","EBS",200801,"ALDEBARAN",2008,57.32148,-160.9438,60,0.8,210.328,931,0.045190925,4654.20878196231,20601.4813814942,-1.43001141843257
"6733","YFS","EBS",200801,"ALDEBARAN",2008,56.98885,-160.9509,65,1.1,299.882,957,0.046931456,6389.78684147366,20391.4406576263,-1.43001141843257
"6734","YFS","EBS",200801,"ALDEBARAN",2008,56.66666,-160.3698,61,1.3,960.379,3903,0.041986896,22873.3031372455,92957.5741917192,-1.43001141843257
"6735","YFS","EBS",200801,"ALDEBARAN",2008,56.6755,-159.7352,38,2.8,289.471,1278,0.041680056,6945.07224270524,30662.1469030656,-1.43001141843257
"6736","YFS","EBS",200801,"ALDEBARAN",2008,57.00291,-159.6857,54,1.3,299.799,1459,0.046180602,6491.88159132269,31593.3516847615,-1.43001141843257
"6737","YFS","EBS",200801,"ALDEBARAN",2008,57.34639,-159.6691,56,1.1,193.51,739,0.043945514,4403.4073648564,16816.2784488082,-1.43001141843257
"6738","YFS","EBS",200801,"ALDEBARAN",2008,57.6774,-159.62801,51,1.2,207.506,1134,0.044801894,4631.63454652163,25311.4299141014,-1.43001141843257
"6739","YFS","EBS",200801,"ALDEBARAN",2008,58.00058,-159.5858,42,1.1,471.888,2080,0.045587025,10351.3664249861,45627.0177753429,-1.43001141843257
"6740","YFS","EBS",200801,"ALDEBARAN",2008,58.00557,-158.9774,43,1.2,171.97,649,0.048003996,3582.4100976927,13519.7078176575,-1.43001141843257
"6741","YFS","EBS",200801,"ALDEBARAN",2008,57.98438,-158.3297,33,2.2,492.716,1712,0.041766645,11796.877628069,40989.6461638228,-1.43001141843257
"6742","YFS","EBS",200801,"ALDEBARAN",2008,57.65185,-158.38541,34,1.9,574.689,2152,0.03611292,15913.6674630575,59590.8611100958,-1.43001141843257
"6743","YFS","EBS",200801,"ALDEBARAN",2008,57.32731,-158.4189,30,2.2,597.785,3776,0.041856627,14281.7289123655,90212.7158980106,-1.43001141843257
"6744","YFS","EBS",200801,"ARCTURUS",2008,55.33485,-165.1754,111,3.4,0,0,0.049698,0,0,-1.43001141843257
"6745","YFS","EBS",200801,"ARCTURUS",2008,55.6707,-165.18179,109,3.1,0,0,0.044666422,0,0,-1.43001141843257
"6746","YFS","EBS",200801,"ARCTURUS",2008,56.00996,-165.1882,97,2.6,0,0,0.047589154,0,0,-1.43001141843257
"6747","YFS","EBS",200801,"ARCTURUS",2008,56.35093,-165.19,87,0.2,138.38,308,0.045373232,3049.81580329124,6788.14328236525,-1.43001141843257
"6748","YFS","EBS",200801,"ARCTURUS",2008,56.6779,-165.2319,75,0.1,149.62,364,0.046545345,3214.4997528754,7820.33090527098,-1.43001141843257
"6749","YFS","EBS",200801,"ARCTURUS",2008,57.00047,-165.2162,72,0,438.262,1271,0.046181472,9489.99633446071,27521.8598489022,-1.43001141843257
"6750","YFS","EBS",200801,"ARCTURUS",2008,57.33537,-165.2291,68,0.7,582.761,2241,0.047303366,12319.6518404208,47375.0641761941,-1.43001141843257
"6751","YFS","EBS",200801,"ARCTURUS",2008,57.67304,-164.0183,52,1.5,312.778,1492,0.04235405,7384.84277182465,35226.8555191298,-1.43001141843257
"6752","YFS","EBS",200801,"ARCTURUS",2008,58.01202,-164.02721,47,1.7,259.02,1662,0.044004996,5886.1498362595,37768.4388381719,-1.43001141843257
"6753","YFS","EBS",200801,"ARCTURUS",2008,58.33034,-164.0136,41,1.9,456.216,1817,0.0417987,10914.5978224203,43470.2514671509,-1.43001141843257
"6754","YFS","EBS",200801,"ARCTURUS",2008,58.67667,-164.0125,36,2.3,277.058,1843,0.042447534,6527.0693934776,43418.3055251219,-1.43001141843257
"6755","YFS","EBS",200801,"ARCTURUS",2008,59.02318,-164.00681,29,3.2,438.098,2666,0.042449373,10320.4822365692,62804.22563603,-1.43001141843257
"6756","YFS","EBS",200801,"ARCTURUS",2008,59.32317,-164.0085,22,4.2,749.998,2669,0.040700576,18427.2084994571,65576.4675173148,-1.43001141843257
"6757","YFS","EBS",200801,"ARCTURUS",2008,58.66331,-163.2963,32,2.6,679.205,5904,0.0433435,15670.2850485079,136214.195900193,-1.43001141843257
"6758","YFS","EBS",200801,"ARCTURUS",2008,58.63895,-162.7108,28,3.3,408.865,2067,0.04386072,9321.89439662641,47126.4493606124,-1.43001141843257
"6759","YFS","EBS",200801,"ARCTURUS",2008,58.33082,-163.3116,38,2.6,623.382,2531,0.042988095,14501.2706424883,58876.7657650333,-1.43001141843257
"6760","YFS","EBS",200801,"ARCTURUS",2008,58.32833,-162.7529,33,2.6,599.185,2652,0.043638768,13730.5663624601,60771.6514820033,-1.43001141843257
"6761","YFS","EBS",200801,"ARCTURUS",2008,58.01095,-162.78819,41,2,423.39,1794,0.040764921,10386.1356679681,44008.4257737185,-1.43001141843257
"6762","YFS","EBS",200801,"ARCTURUS",2008,57.98102,-163.3988,44,1.8,339.401,1808,0.044497768,7627.37133242279,40631.2514371507,-1.43001141843257
"6763","YFS","EBS",200801,"ARCTURUS",2008,57.65812,-163.355,48,1.6,274.523,1562,0.045543308,6027.7351833995,34297.0255915534,-1.43001141843257
"6764","YFS","EBS",200801,"ARCTURUS",2008,57.31518,-163.3871,55,1.1,367.105,1757,0.041953824,8750.2154749946,41879.3767166492,-1.43001141843257
"6765","YFS","EBS",200801,"ARCTURUS",2008,57.01626,-163.4584,67,1.1,847.268,4219,0.045504694,18619.3538627026,92715.7097243638,-1.43001141843257
"6766","YFS","EBS",200801,"ARCTURUS",2008,56.99553,-164.03951,69,0.4,573.283,2077,0.046967424,12205.9706744828,44222.1400092115,-1.43001141843257
"6767","YFS","EBS",200801,"ARCTURUS",2008,56.66133,-164.0162,74,0.2,653.611,2046,0.045303504,14427.3829238462,45162.0695829621,-1.43001141843257
"6768","YFS","EBS",200801,"ARCTURUS",2008,56.33583,-163.96899,86,0.7,64.893,154,0.04558283,1423.62815121395,3378.46509310633,-1.43001141843257
"6769","YFS","EBS",200801,"ARCTURUS",2008,56.00346,-163.939,91,1.1,31.65,67,0.0448059,706.380186537934,1495.33878350842,-1.43001141843257
"6770","YFS","EBS",200801,"ARCTURUS",2008,55.69099,-164.0056,94,1.6,2.1,4,0.046550196,45.1125920071314,85.9287466802503,-1.43001141843257
"6771","YFS","EBS",200801,"ARCTURUS",2008,55.67397,-162.80949,51,3.2,119.324,321,0.044580387,2676.60305416371,7200.47585051247,-1.43001141843257
"6772","YFS","EBS",200801,"ARCTURUS",2008,55.99794,-162.8027,81,1.4,427.139,1127,0.046154904,9254.46622096755,24417.7736779606,-1.43001141843257
"6773","YFS","EBS",200801,"ARCTURUS",2008,56.34223,-162.7975,79,1.9,922.71,2287,0.045514845,20272.7264038799,50247.3423780747,-1.43001141843257
"6774","YFS","EBS",200801,"ARCTURUS",2008,56.66316,-162.8293,72,1.3,619.064,1855,0.045270624,13674.7397164218,40975.7992290983,-1.43001141843257
"6775","YFS","EBS",200801,"ARCTURUS",2008,56.66885,-163.39391,76,0.5,329.36,1215,0.046246372,7121.85595877662,26272.3311571338,-1.43001141843257
"6776","YFS","EBS",200801,"ARCTURUS",2008,56.99971,-162.78081,61,0.7,391.379,1805,0.046889084,8346.91076498743,38495.1004801032,-1.43001141843257
"6777","YFS","EBS",200801,"ARCTURUS",2008,57.34064,-162.7529,51,1.1,184.32,966,0.046510119,3963.00856594239,20769.6737993726,-1.43001141843257
"6778","YFS","EBS",200801,"ARCTURUS",2008,57.668,-162.73801,46,1.3,247.249,1353,0.045314577,5456.27955436945,29857.941739145,-1.43001141843257
"6779","YFS","EBS",200801,"ARCTURUS",2008,57.67538,-162.1291,48,1.4,583.732,3133,0.046589691,12529.2095197626,67246.6361710791,-1.43001141843257
"6780","YFS","EBS",200801,"ARCTURUS",2008,57.93048,-161.44099,42,1.8,158.41,518,0.024286676,6522.50641462833,21328.5671534466,-1.43001141843257
"6781","YFS","EBS",200801,"ARCTURUS",2008,57.66014,-161.49541,54,1.2,969.841,5536,0.0443355,21875.0437008718,124866.077973633,-1.43001141843257
"6782","YFS","EBS",200801,"ARCTURUS",2008,57.33303,-161.5329,57,1,419.401,1999,0.04500375,9319.24561842069,44418.5206788323,-1.43001141843257
"6783","YFS","EBS",200801,"ARCTURUS",2008,56.98743,-161.5667,70,0.8,379.549,1412,0.045455078,8349.98017163231,31063.6360584399,-1.43001141843257
"6784","YFS","EBS",200801,"ARCTURUS",2008,56.66586,-161.5979,88,0.7,391.875,1553,0.045695322,8575.82314443478,33985.9734438462,-1.43001141843257
"6785","YFS","EBS",200801,"ARCTURUS",2008,56.33262,-161.63651,64,1.8,245.78,664,0.045861376,5359.19375816373,14478.4142542954,-1.43001141843257
"6786","YFS","EBS",200801,"ARCTURUS",2008,56.35193,-160.98669,56,2.2,1192.962,4248,0.041541618,28717.2733618609,102258.896126771,-1.43001141843257
"6787","YFS","EBS",200801,"ARCTURUS",2008,56.6688,-160.981,69,1.2,253.673,792,0.046484032,5457.20732659336,17038.1089144763,-1.43001141843257
"6788","YFS","EBS",200801,"ARCTURUS",2008,57.01479,-160.3093,64,0.9,184.19,699,0.047234993,3899.43955321429,14798.3508751658,-1.43001141843257
"6789","YFS","EBS",200801,"ARCTURUS",2008,57.33759,-160.299,61,0.8,263.83,1211,0.046240452,5705.61031713098,26189.1903651807,-1.43001141843257
"6790","YFS","EBS",200801,"ARCTURUS",2008,57.69051,-160.27589,55,0.9,334.815,1621,0.043163604,7756.88239564055,37554.7880570862,-1.43001141843257
"6791","YFS","EBS",200801,"ARCTURUS",2008,58.00265,-160.2088,52,1.2,558.698,2280,0.044650554,12512.6778942093,51063.1962147659,-1.43001141843257
"6792","YFS","EBS",200801,"ARCTURUS",2008,58.28404,-159.97099,43,1.3,926.867,3987,0.043093375,21508.3408992682,92520.0219291248,-1.43001141843257
"6793","YFS","EBS",200801,"ARCTURUS",2008,58.35349,-159.5589,27,2.3,875.907,4070,0.041951521,20879.0284385636,97016.7446372207,-1.43001141843257
"6794","YFS","EBS",200801,"ARCTURUS",2008,57.64584,-159.0096,47,1.1,179.08,758,0.04503568,3976.40271002903,16831.0992528591,-1.43001141843257
"6795","YFS","EBS",200801,"ARCTURUS",2008,57.3324,-159.0623,50,1.3,353.77,2039,0.042445192,8334.74849165484,48038.4209358742,-1.43001141843257
"6796","YFS","EBS",200801,"ARCTURUS",2008,57.03832,-159.1275,36,2.1,852.272,4933,0.042703661,19957.8204782021,115517.027919456,-1.43001141843257
"6797","YFS","EBS",200701,"ALDEBARAN",2007,60.33096,-170.6644,63,-1.4,10.98,26,0.04773056,230.041298488851,544.724386221322,-0.918679721078147
"6798","YFS","EBS",200701,"ALDEBARAN",2007,60.33475,-171.38519,66,-1.5,5.41,13,0.048035901,112.624097547374,270.630918320862,-0.918679721078147
"6799","YFS","EBS",200701,"ALDEBARAN",2007,60.67525,-171.4424,63,-1.6,3.88,11,0.048070323,80.715080695422,228.831414342691,-0.918679721078147
"6800","YFS","EBS",200701,"ALDEBARAN",2007,60.99105,-171.4863,60,-1.3,3.71,13,0.0541961,68.4551102385596,239.869658517864,-0.918679721078147
"6801","YFS","EBS",200701,"ALDEBARAN",2007,61.00002,-174.19569,83,-1.6,0,0,0.045594204,0,0,-0.918679721078147
"6802","YFS","EBS",200701,"ALDEBARAN",2007,61.3306,-174.354,80,-1.5,0,0,0.049778643,0,0,-0.918679721078147
"6803","YFS","EBS",200701,"ALDEBARAN",2007,61.33732,-175.0146,89,-1.4,0,0,0.045146907,0,0,-0.918679721078147
"6804","YFS","EBS",200701,"ALDEBARAN",2007,61.67003,-175.0679,85,-1.4,0.16,1,0.04759008,3.36204519933566,21.0127824958479,-0.918679721078147
"6805","YFS","EBS",200701,"ALDEBARAN",2007,61.66908,-174.418,77,-1.3,0.25,1,0.050270631,4.97308259369173,19.8923303747669,-0.918679721078147
"6806","YFS","EBS",200701,"ALDEBARAN",2007,62.00043,-175.1498,81,-1.4,0.922,4,0.048583815,18.9775133961794,82.3319453196502,-0.918679721078147
"6807","YFS","EBS",200701,"ALDEBARAN",2007,62.00026,-174.4765,74,-1.5,0.234,1,0.049848927,4.69418328703444,20.060612337754,-0.918679721078147
"6808","YFS","EBS",200701,"ALDEBARAN",2007,62.00076,-173.70869,63,-1.5,0.75,3,0.047863791,15.6694650450901,62.6778601803606,-0.918679721078147
"6809","YFS","EBS",200701,"ALDEBARAN",2007,61.6552,-173.6696,71,-1.4,0,0,0.047054874,0,0,-0.918679721078147
"6810","YFS","EBS",200701,"ALDEBARAN",2007,61.32231,-173.5845,74,-1.6,0.382,1,0.049321797,7.7450543823454,20.2750114721084,-0.918679721078147
"6811","YFS","EBS",200701,"ALDEBARAN",2007,60.99622,-173.48061,75,-1.6,1.33,4,0.05008825,26.553133718986,79.8590487789052,-0.918679721078147
"6812","YFS","EBS",200701,"ALDEBARAN",2007,60.99895,-172.78931,67,-0.8,8.446,35,0.050276988,167.989379156922,696.143531907679,-0.918679721078147
"6813","YFS","EBS",200701,"ALDEBARAN",2007,60.99905,-172.1351,64,-1.6,6.96,29,0.046555755,149.498166231006,622.909025962526,-0.918679721078147
"6814","YFS","EBS",200701,"ALDEBARAN",2007,60.65932,-172.1333,61,-1.5,3.6,10,0.053987805,66.6817256230365,185.227015619546,-0.918679721078147
"6815","YFS","EBS",200701,"ALDEBARAN",2007,60.67076,-172.7599,46,2.3,27.32,87,0.04713114,579.659223180258,1845.91333882439,-0.918679721078147
"6816","YFS","EBS",200701,"ALDEBARAN",2007,60.31706,-172.0663,60,-1.3,4.08,13,0.048896451,83.4416387397932,265.86796657287,-0.918679721078147
"6817","YFS","EBS",200701,"ALDEBARAN",2007,60.15244,-172.3004,59,1.7,20.44,82,0.047357359,431.61190639875,1731.51547576798,-0.918679721078147
"6818","YFS","EBS",200701,"ALDEBARAN",2007,59.99121,-171.9418,68,-1.1,25.82,90,0.048879672,528.235950519472,1841.25621792225,-0.918679721078147
"6819","YFS","EBS",200701,"ALDEBARAN",2007,59.82705,-172.26981,76,-0.9,2.07,7,0.049458341,41.853405475125,141.533255229891,-0.918679721078147
"6820","YFS","EBS",200701,"ALDEBARAN",2007,59.99354,-172.60921,68,-0.7,9.8,42,0.04836291,202.634622275624,868.43409546696,-0.918679721078147
"6821","YFS","EBS",200701,"ALDEBARAN",2007,60.17987,-173.0274,60,-0.2,7.18,22,0.045525451,157.713978495238,483.246173662288,-0.918679721078147
"6822","YFS","EBS",200701,"ALDEBARAN",2007,59.82041,-172.94591,80,-0.2,1.41,4,0.049936782,28.2357000897655,80.1012768503985,-0.918679721078147
"6823","YFS","EBS",200701,"ALDEBARAN",2007,59.66833,-172.54849,85,-0.2,1.51,3,0.050258936,30.0444084212209,59.6908776580547,-0.918679721078147
"6824","YFS","EBS",200701,"ALDEBARAN",2007,59.49618,-172.89529,94,0,0.28,1,0.049140498,5.69794795323401,20.3498141186929,-0.918679721078147
"6825","YFS","EBS",200701,"ALDEBARAN",2007,59.32817,-172.48911,88,-0.5,0.85,3,0.04884738,17.4011379934809,61.4157811534621,-0.918679721078147
"6826","YFS","EBS",200701,"ALDEBARAN",2007,59.34651,-171.8338,80,-0.9,2.36,8,0.049567791,47.6115629199615,161.395128542242,-0.918679721078147
"6827","YFS","EBS",200701,"ALDEBARAN",2007,59.67567,-171.9006,77,-0.7,10.17,30,0.04972593,204.521061747865,603.30696680786,-0.918679721078147
"6828","YFS","EBS",200701,"ALDEBARAN",2007,59.66553,-171.241,73,-1.4,9.7,22,0.050833488,190.8190915406,432.785568442598,-0.918679721078147
"6829","YFS","EBS",200701,"ALDEBARAN",2007,60.01437,-171.30099,70,-1.2,8.34,18,0.048569442,171.712905410772,370.60339297289,-0.918679721078147
"6830","YFS","EBS",200701,"ALDEBARAN",2007,59.98448,-170.6302,65,-1.5,21.72,45,0.048638286,446.561788793297,925.197076229207,-0.918679721078147
"6831","YFS","EBS",200701,"ALDEBARAN",2007,59.65065,-170.5813,67,-1.5,7.05,19,0.047066436,149.788269500584,403.684697944837,-0.918679721078147
"6832","YFS","EBS",200701,"ALDEBARAN",2007,59.32264,-170.5309,68,-1.5,28.14,65,0.054691032,514.526769215106,1188.49466947342,-0.918679721078147
"6833","YFS","EBS",200701,"ALDEBARAN",2007,59.32263,-171.1823,76,-1.2,10.15,26,0.04955022,204.842682837735,524.720172786317,-0.918679721078147
"6834","YFS","EBS",200701,"ALDEBARAN",2007,58.98954,-171.132,78,-1,15.82,37,0.049110945,322.127786382445,753.396213410269,-0.918679721078147
"6835","YFS","EBS",200701,"ALDEBARAN",2007,57.99001,-172.86189,109,2,0,0,0.048967248,0,0,-0.918679721078147
"6836","YFS","EBS",200701,"ALDEBARAN",2007,57.65531,-172.8096,119,2.6,0,0,0.048622779,0,0,-0.918679721078147
"6837","YFS","EBS",200701,"ALDEBARAN",2007,57.33099,-172.8262,116,2.8,0,0,0.04780938,0,0,-0.918679721078147
"6838","YFS","EBS",200701,"ALDEBARAN",2007,56.99824,-172.6493,122,2.8,0,0,0.041669641,0,0,-0.918679721078147
"6839","YFS","EBS",200701,"ALDEBARAN",2007,56.67088,-172.5683,135,3.5,0,0,0.050291412,0,0,-0.918679721078147
"6840","YFS","EBS",200701,"ALDEBARAN",2007,55.66254,-166.9841,135,3.5,0,0,0.05712768,0,0,-0.918679721078147
"6841","YFS","EBS",200701,"ALDEBARAN",2007,55.32306,-166.9715,139,3.5,0,0,0.05247606,0,0,-0.918679721078147
"6842","YFS","EBS",200701,"ALDEBARAN",2007,55.00087,-166.9384,155,3.6,0,0,0.049051732,0,0,-0.918679721078147
"6843","YFS","EBS",200701,"ARCTURUS",2007,58.67202,-175.5591,136,2.7,0,0,0.054188,0,0,-0.918679721078147
"6844","YFS","EBS",200701,"ARCTURUS",2007,59.00291,-175.7393,134,2.3,0,0,0.052238582,0,0,-0.918679721078147
"6845","YFS","EBS",200701,"ARCTURUS",2007,58.99137,-176.30769,135,2.4,0,0,0.050530292,0,0,-0.918679721078147
"6846","YFS","EBS",200701,"ARCTURUS",2007,58.66736,-176.21519,140,2.4,0,0,0.049262154,0,0,-0.918679721078147
"6847","YFS","EBS",200701,"ARCTURUS",2007,58.66928,-176.86951,137,2.5,0,0,0.050999256,0,0,-0.918679721078147
"6848","YFS","EBS",200701,"ARCTURUS",2007,59.00022,-177.5672,136,2.7,0,0,0.051478912,0,0,-0.918679721078147
"6849","YFS","EBS",200701,"ARCTURUS",2007,59.00634,-176.9525,137,2.5,0,0,0.051190655,0,0,-0.918679721078147
"6850","YFS","EBS",200701,"ARCTURUS",2007,59.33041,-177.0405,149,2.5,0,0,0.0509804,0,0,-0.918679721078147
"6851","YFS","EBS",200701,"ARCTURUS",2007,59.33181,-176.3694,136,2.1,0,0,0.051290261,0,0,-0.918679721078147
"6852","YFS","EBS",200701,"ARCTURUS",2007,59.33408,-175.75259,137,2,0,0,0.04916802,0,0,-0.918679721078147
"6853","YFS","EBS",200701,"ARCTURUS",2007,59.67118,-175.9012,138,2,0,0,0.050741808,0,0,-0.918679721078147
"6854","YFS","EBS",200701,"ARCTURUS",2007,59.66747,-176.54761,136,1.9,0,0,0.050940208,0,0,-0.918679721078147
"6855","YFS","EBS",200701,"ARCTURUS",2007,59.67322,-177.15021,174,2.3,0,0,0.052977575,0,0,-0.918679721078147
"6856","YFS","EBS",200701,"ARCTURUS",2007,59.99658,-177.24451,136,1.6,0,0,0.04248488,0,0,-0.918679721078147
"6857","YFS","EBS",200701,"ARCTURUS",2007,60.01427,-177.93111,142,1.7,0,0,0.046814973,0,0,-0.918679721078147
"6858","YFS","EBS",200701,"ARCTURUS",2007,60.00803,-176.6582,142,1.8,0,0,0.045550407,0,0,-0.918679721078147
"6859","YFS","EBS",200701,"ARCTURUS",2007,59.99217,-175.96069,131,1.9,0,0,0.05104133,0,0,-0.918679721078147
"6860","YFS","EBS",200701,"ARCTURUS",2007,60.33686,-176.0593,122,1.2,0,0,0.050112342,0,0,-0.918679721078147
"6861","YFS","EBS",200701,"ARCTURUS",2007,60.33318,-176.72459,136,1.5,0,0,0.047804832,0,0,-0.918679721078147
"6862","YFS","EBS",200701,"ARCTURUS",2007,60.35566,-177.3886,149,1.6,0,0,0.051392439,0,0,-0.918679721078147
"6863","YFS","EBS",200701,"ARCTURUS",2007,60.66707,-178.1602,161,2.4,0,0,0.040086,0,0,-0.918679721078147
"6864","YFS","EBS",200701,"ARCTURUS",2007,60.67388,-177.5063,146,1.4,0,0,0.04750416,0,0,-0.918679721078147
"6865","YFS","EBS",200701,"ARCTURUS",2007,60.99626,-177.63409,135,1.3,0,0,0.050057595,0,0,-0.918679721078147
"6866","YFS","EBS",200701,"ARCTURUS",2007,61.01371,-176.97189,122,1.1,0,0,0.051703245,0,0,-0.918679721078147
"6867","YFS","EBS",200701,"ARCTURUS",2007,61.34008,-176.9752,117,1,0,0,0.050950608,0,0,-0.918679721078147
"6868","YFS","EBS",200701,"ARCTURUS",2007,60.66132,-176.7608,129,1.2,0,0,0.050958593,0,0,-0.918679721078147
"6869","YFS","EBS",200701,"ARCTURUS",2007,60.67672,-176.2133,119,1,0,0,0.048043277,0,0,-0.918679721078147
"6870","YFS","EBS",200701,"ARCTURUS",2007,60.99796,-176.2872,113,0.9,0,0,0.050560068,0,0,-0.918679721078147
"6871","YFS","EBS",200701,"ARCTURUS",2007,61.33545,-176.3194,107,0.6,0,0,0.05038182,0,0,-0.918679721078147
"6872","YFS","EBS",200701,"ARCTURUS",2007,61.66207,-176.47549,106,0.4,0,0,0.0518445,0,0,-0.918679721078147
"6873","YFS","EBS",200701,"ARCTURUS",2007,61.99196,-175.8288,92,-1.2,0,0,0.044888498,0,0,-0.918679721078147
"6874","YFS","EBS",200701,"ARCTURUS",2007,61.65335,-175.7643,96,-1.2,0,0,0.030128585,0,0,-0.918679721078147
"6875","YFS","EBS",200701,"ARCTURUS",2007,61.317,-175.66701,97,-0.4,0.51,1,0.059096371,8.62997154258423,16.9215128285965,-0.918679721078147
"6876","YFS","EBS",200701,"ARCTURUS",2007,60.98736,-175.54601,103,0,0.114,1,0.053318001,2.13811466787736,18.7553918234857,-0.918679721078147
"6877","YFS","EBS",200701,"ARCTURUS",2007,60.65598,-175.4528,107,0.8,0,0,0.0508196,0,0,-0.918679721078147
"6878","YFS","EBS",200701,"ARCTURUS",2007,60.98025,-174.879,93,-1.3,0,0,0.05178525,0,0,-0.918679721078147
"6879","YFS","EBS",200701,"ARCTURUS",2007,60.65818,-174.8157,98,-0.4,0,0,0.052743214,0,0,-0.918679721078147
"6880","YFS","EBS",200701,"ARCTURUS",2007,60.33849,-174.69591,103,0.5,0,0,0.052365646,0,0,-0.918679721078147
"6881","YFS","EBS",200701,"ARCTURUS",2007,60.32367,-175.3824,112,1,0,0,0.050513868,0,0,-0.918679721078147
"6882","YFS","EBS",200701,"ARCTURUS",2007,59.99111,-175.2715,117,1.1,0,0,0.053008347,0,0,-0.918679721078147
"6883","YFS","EBS",200701,"ARCTURUS",2007,59.65709,-175.1239,126,1.7,0,0,0.05061559,0,0,-0.918679721078147
"6884","YFS","EBS",200701,"ARCTURUS",2007,59.33782,-175.1011,133,2,0,0,0.05097949,0,0,-0.918679721078147
"6885","YFS","EBS",200701,"ARCTURUS",2007,58.99234,-175.0144,130,2.4,0,0,0.04993912,0,0,-0.918679721078147
"6886","YFS","EBS",200701,"ARCTURUS",2007,58.73946,-174.9669,143,3.1,0,0,0.05061716,0,0,-0.918679721078147
"6887","YFS","EBS",200701,"ARCTURUS",2007,58.34685,-174.3084,163,3.3,0,0,0.051136736,0,0,-0.918679721078147
"6888","YFS","EBS",200701,"ARCTURUS",2007,58.67874,-174.25929,154,3.1,0,0,0.05334231,0,0,-0.918679721078147
"6889","YFS","EBS",200701,"ARCTURUS",2007,59.00541,-174.3801,128,2,0,0,0.050952396,0,0,-0.918679721078147
"6890","YFS","EBS",200701,"ARCTURUS",2007,59.35201,-174.4355,121,1.8,0,0,0.05051982,0,0,-0.918679721078147
"6891","YFS","EBS",200701,"ARCTURUS",2007,59.67362,-174.47459,115,1.4,0,0,0.051580419,0,0,-0.918679721078147
"6892","YFS","EBS",200701,"ARCTURUS",2007,59.66666,-173.8587,105,0.9,0,0,0.050958523,0,0,-0.918679721078147
"6893","YFS","EBS",200701,"ARCTURUS",2007,59.83813,-174.2276,107,0.7,0,0,0.051505776,0,0,-0.918679721078147
"6894","YFS","EBS",200701,"ARCTURUS",2007,60.00272,-173.9285,97,0.5,0,0,0.053424646,0,0,-0.918679721078147
"6895","YFS","EBS",200701,"ARCTURUS",2007,60.15998,-174.3667,101,0.7,0,0,0.05037835,0,0,-0.918679721078147
"6896","YFS","EBS",200701,"ARCTURUS",2007,59.98283,-174.6077,109,0.9,0,0,0.051530886,0,0,-0.918679721078147
"6897","YFS","EBS",200701,"ARCTURUS",2007,60.34048,-174.0764,91,-0.2,0.33,2,0.048097182,6.86110882754004,41.5824777426669,-0.918679721078147
